,Member Rating.1,Opens,Bounce Type,campaign_id,Total Recipients,Successful Deliveries,Soft Bounces,Hard Bounces,Total Bounces,email_id
188,2.0,0.0,sent,2.0,1760,1723,31,6,37,465
189,3.0,0.0,sent,2.0,1760,1723,31,6,37,1377
190,2.0,0.0,sent,2.0,1760,1723,31,6,37,24
191,2.0,0.0,sent,2.0,1760,1723,31,6,37,1366
192,2.0,0.0,sent,2.0,1760,1723,31,6,37,1191
193,2.0,0.0,sent,2.0,1760,1723,31,6,37,1148
194,4.0,0.0,sent,2.0,1760,1723,31,6,37,180
195,2.0,0.0,sent,2.0,1760,1723,31,6,37,1451
196,2.0,0.0,sent,2.0,1760,1723,31,6,37,922
197,3.0,0.0,sent,2.0,1760,1723,31,6,37,982
198,1.0,0.0,sent,2.0,1760,1723,31,6,37,669
199,2.0,0.0,sent,2.0,1760,1723,31,6,37,707
200,3.0,0.0,sent,2.0,1760,1723,31,6,37,644
201,2.0,0.0,sent,2.0,1760,1723,31,6,37,1049
202,2.0,0.0,sent,2.0,1760,1723,31,6,37,44
203,2.0,0.0,sent,2.0,1760,1723,31,6,37,365
204,2.0,0.0,sent,2.0,1760,1723,31,6,37,493
205,2.0,0.0,sent,2.0,1760,1723,31,6,37,1361
206,2.0,0.0,sent,2.0,1760,1723,31,6,37,531
207,2.0,0.0,sent,2.0,1760,1723,31,6,37,118
208,2.0,0.0,sent,2.0,1760,1723,31,6,37,1245
209,1.0,0.0,sent,2.0,1760,1723,31,6,37,70
210,2.0,0.0,sent,2.0,1760,1723,31,6,37,351
211,2.0,0.0,sent,2.0,1760,1723,31,6,37,1062
212,2.0,0.0,sent,2.0,1760,1723,31,6,37,603
213,1.0,0.0,sent,2.0,1760,1723,31,6,37,1456
214,2.0,0.0,sent,2.0,1760,1723,31,6,37,868
215,2.0,0.0,sent,2.0,1760,1723,31,6,37,98
216,2.0,0.0,sent,2.0,1760,1723,31,6,37,32
217,2.0,0.0,sent,2.0,1760,1723,31,6,37,1370
218,2.0,0.0,sent,2.0,1760,1723,31,6,37,1046
219,2.0,0.0,sent,2.0,1760,1723,31,6,37,1241
220,2.0,0.0,sent,2.0,1760,1723,31,6,37,217
221,3.0,0.0,sent,2.0,1760,1723,31,6,37,889
222,2.0,0.0,sent,2.0,1760,1723,31,6,37,973
223,3.0,0.0,sent,2.0,1760,1723,31,6,37,994
224,2.0,0.0,sent,2.0,1760,1723,31,6,37,964
225,3.0,0.0,sent,2.0,1760,1723,31,6,37,1203
226,2.0,0.0,sent,2.0,1760,1723,31,6,37,289
227,2.0,0.0,sent,2.0,1760,1723,31,6,37,1310
228,2.0,0.0,sent,2.0,1760,1723,31,6,37,301
229,2.0,0.0,sent,2.0,1760,1723,31,6,37,1157
230,2.0,0.0,sent,2.0,1760,1723,31,6,37,945
231,2.0,0.0,sent,2.0,1760,1723,31,6,37,1167
232,2.0,0.0,sent,2.0,1760,1723,31,6,37,859
233,2.0,0.0,sent,2.0,1760,1723,31,6,37,43
234,2.0,0.0,sent,2.0,1760,1723,31,6,37,627
235,2.0,0.0,sent,2.0,1760,1723,31,6,37,528
236,2.0,0.0,sent,2.0,1760,1723,31,6,37,1201
237,2.0,0.0,sent,2.0,1760,1723,31,6,37,1408
238,1.0,0.0,sent,2.0,1760,1723,31,6,37,505
239,2.0,0.0,sent,2.0,1760,1723,31,6,37,1143
240,2.0,0.0,sent,2.0,1760,1723,31,6,37,1436
241,2.0,0.0,sent,2.0,1760,1723,31,6,37,807
242,2.0,0.0,sent,2.0,1760,1723,31,6,37,479
243,2.0,0.0,sent,2.0,1760,1723,31,6,37,126
244,2.0,0.0,sent,2.0,1760,1723,31,6,37,442
245,2.0,0.0,sent,2.0,1760,1723,31,6,37,69
246,2.0,0.0,sent,2.0,1760,1723,31,6,37,591
247,2.0,0.0,sent,2.0,1760,1723,31,6,37,282
248,2.0,0.0,sent,2.0,1760,1723,31,6,37,1008
249,2.0,0.0,sent,2.0,1760,1723,31,6,37,691
250,2.0,0.0,sent,2.0,1760,1723,31,6,37,521
251,4.0,0.0,sent,2.0,1760,1723,31,6,37,1541
252,2.0,0.0,sent,2.0,1760,1723,31,6,37,319
253,4.0,0.0,sent,2.0,1760,1723,31,6,37,1347
254,4.0,0.0,sent,2.0,1760,1723,31,6,37,1440
255,1.0,0.0,sent,2.0,1760,1723,31,6,37,593
256,3.0,0.0,sent,2.0,1760,1723,31,6,37,340
257,2.0,0.0,sent,2.0,1760,1723,31,6,37,421
258,2.0,0.0,sent,2.0,1760,1723,31,6,37,1318
259,2.0,0.0,sent,2.0,1760,1723,31,6,37,934
260,2.0,0.0,sent,2.0,1760,1723,31,6,37,1428
261,2.0,0.0,sent,2.0,1760,1723,31,6,37,161
262,2.0,0.0,sent,2.0,1760,1723,31,6,37,1267
263,2.0,0.0,sent,2.0,1760,1723,31,6,37,1105
264,2.0,0.0,sent,2.0,1760,1723,31,6,37,1442
265,2.0,0.0,sent,2.0,1760,1723,31,6,37,1467
266,2.0,0.0,sent,2.0,1760,1723,31,6,37,511
267,2.0,0.0,sent,2.0,1760,1723,31,6,37,904
268,1.0,0.0,sent,2.0,1760,1723,31,6,37,692
269,2.0,0.0,sent,2.0,1760,1723,31,6,37,1629
270,2.0,0.0,sent,2.0,1760,1723,31,6,37,894
